date,doses,cost
5/29/2000,9243,2.51
5/30/2000,10975,2.52
5/31/2000,9945,2.3
6/1/2000,7800,2.06
6/2/2000,10532,2.9
6/3/2000,11644,2.06
6/4/2000,9453,2.74
6/5/2000,9253,2.1
6/6/2000,14140,2.28
6/7/2000,13707,2.4
6/8/2000,10604,2.38
6/9/2000,11873,2.77
6/10/2000,12637,2.95
6/11/2000,7803,2.91
6/12/2000,7831,2.76
6/13/2000,13505,2.39
6/14/2000,11923,2.59
6/15/2000,9843,2.67
6/16/2000,10415,2.72
6/17/2000,12967,2.55
6/18/2000,14186,2.87
6/19/2000,8131,2.82
6/20/2000,13185,2.85
6/21/2000,13070,2.25
6/22/2000,10347,2.17
6/23/2000,10575,2.95
6/24/2000,8222,2.88
6/25/2000,13518,2.36
6/26/2000,8182,2.21
6/27/2000,9213,2.03
6/28/2000,9768,2.23
6/29/2000,9677,2.84
6/30/2000,12695,2.91
7/1/2000,13410,2.25
7/2/2000,11281,2.88
7/3/2000,13296,2.56
7/4/2000,8273,2.83
7/5/2000,11644,2.37
7/6/2000,8230,2.43
7/7/2000,12956,2.41
7/8/2000,11538,2.63
7/9/2000,9152,2.05
7/10/2000,12745,2.73
7/11/2000,9270,2.16
7/12/2000,10389,2.7
7/13/2000,9310,2.66
7/14/2000,12409,2.51
7/15/2000,9458,2.51
7/16/2000,11174,2.13
7/17/2000,8741,2.14
7/18/2000,10360,2.88
7/19/2000,9381,2.12
7/20/2000,11996,2.4
7/21/2000,9716,2.22
7/22/2000,14110,2.55
7/23/2000,13249,2.39
7/24/2000,12946,2.03
7/25/2000,13955,2.17
7/26/2000,12705,2.68
7/27/2000,13627,2.78
7/28/2000,10790,2.9
7/29/2000,8012,2.07
7/30/2000,14173,2.59
7/31/2000,9496,2.07
8/1/2000,10606,2.5
8/2/2000,9172,2.18
8/3/2000,12565,2.78
8/4/2000,8898,2.52
8/5/2000,12199,2.36
8/6/2000,9296,2.68
8/7/2000,8524,2.82
8/8/2000,9674,2.3
8/9/2000,10775,2.04
8/10/2000,10664,2.58
8/11/2000,9507,2.51
8/12/2000,10142,2.46
8/13/2000,8632,2.84
8/14/2000,8441,2.18
8/15/2000,8228,2.53
8/16/2000,11319,2.8
8/17/2000,13450,2.22
8/18/2000,14279,2.82
8/19/2000,10034,2.1
8/20/2000,12934,2.15
8/21/2000,10882,2.43
8/22/2000,10501,2.85
8/23/2000,11685,2.81
8/24/2000,7896,2.81
8/25/2000,8366,2.05
8/26/2000,9617,2.04
8/27/2000,7988,2.27
8/28/2000,9411,2.1
8/29/2000,11835,2.18
8/30/2000,9138,2.58
8/31/2000,12630,2.07
9/1/2000,8198,2.26
9/2/2000,9064,2.79
9/3/2000,7796,2.68
9/4/2000,13559,2.32
9/5/2000,12542,2.14
9/6/2000,8730,2.25
9/7/2000,8913,2.87
9/8/2000,13436,2.68
9/9/2000,11539,2.13
9/10/2000,12421,2.58
9/11/2000,11024,2.04
9/12/2000,11787,2.93
9/13/2000,8272,2.12
9/14/2000,9580,2.22
9/15/2000,8531,2.81
9/16/2000,9674,2.03
9/17/2000,11456,2.39
9/18/2000,8582,2.75
9/19/2000,13766,2.74
9/20/2000,8030,2.1
9/21/2000,14049,2.28
9/22/2000,8070,2.75
9/23/2000,12320,3
9/24/2000,13020,2.12
9/25/2000,13949,2.04
9/26/2000,12484,2.05
9/27/2000,12506,2.08
9/28/2000,7971,2.18
9/29/2000,13181,2.09
9/30/2000,14181,2.55
10/1/2000,7939,2.7
10/2/2000,13183,2.5
10/3/2000,11743,2.36
10/4/2000,8784,2.31
10/5/2000,13774,2.79
10/6/2000,8992,2.38
10/7/2000,11152,2.85
10/8/2000,12135,2.75
10/9/2000,11465,2.01
10/10/2000,8929,2.31
10/11/2000,9681,2.9
10/12/2000,9384,2.84
10/13/2000,9050,2.92
10/14/2000,14241,2.07
10/15/2000,9557,2.89
10/16/2000,10678,2.39
10/17/2000,13675,2.11
10/18/2000,11006,2.46
10/19/2000,12925,2.33
10/20/2000,13749,2.56
10/21/2000,11485,2.55
10/22/2000,11161,2.75
10/23/2000,11548,2.44
10/24/2000,9235,2.78
10/25/2000,9249,2.04
10/26/2000,11208,2.64
10/27/2000,10969,2.29
10/28/2000,7770,2.64
10/29/2000,9082,2.78
10/30/2000,9783,2.45
10/31/2000,14000,2.82
11/1/2000,13058,2.19
11/2/2000,9210,2.72
11/3/2000,8779,2.24
11/4/2000,11803,2.69
11/5/2000,10450,2.89
11/6/2000,13922,2.31
11/7/2000,10701,2.56
11/8/2000,11135,2.42
11/9/2000,8335,2.09
11/10/2000,13436,2.44
11/11/2000,10893,2.52
11/12/2000,8870,2.53
11/13/2000,11290,2.05
11/14/2000,10082,2.55
11/15/2000,12655,2.86
11/16/2000,11397,2.37
11/17/2000,10055,2.91
11/18/2000,10108,2.28
11/19/2000,14098,2.78
11/20/2000,12122,2.52
11/21/2000,13741,2.05
11/22/2000,12028,2.93
11/23/2000,10315,2.6
11/24/2000,8348,2.96
11/25/2000,9985,2.9
11/26/2000,13512,2.99
11/27/2000,7795,2.7
11/28/2000,13656,2.8
11/29/2000,8531,2.3
11/30/2000,8940,2.76
12/1/2000,9006,2.15
12/2/2000,12530,2.23
12/3/2000,12036,2.1
12/4/2000,7772,2.81
12/5/2000,9886,2.02
12/6/2000,12196,2.4
12/7/2000,11623,2.91
12/8/2000,10155,2.48
12/9/2000,13899,2.09
12/10/2000,13759,2.18
12/11/2000,12121,2.29
12/12/2000,9722,2.29
12/13/2000,13711,2.17
12/14/2000,10947,2.39
12/15/2000,9320,2.44
12/16/2000,14196,2.56
12/17/2000,10904,2.93
12/18/2000,12030,2.85
12/19/2000,13462,2.27
12/20/2000,10305,2.84
12/21/2000,12361,2.97
12/22/2000,14055,2.73
12/23/2000,10750,2.26
12/24/2000,9054,2.1
12/25/2000,10042,2.2
12/26/2000,10059,2.77
12/27/2000,13693,2.8
12/28/2000,11889,2.25
12/29/2000,9705,2.68
12/30/2000,10090,2.69
12/31/2000,11935,2.72
1/1/2001,12580,2.24
1/2/2001,7966,2.4
1/3/2001,9003,2.87
1/4/2001,12899,2.7
1/5/2001,13231,2.29
1/6/2001,8378,2.11
1/7/2001,11169,2.8
1/8/2001,9772,2.3
1/9/2001,10182,2.94
1/10/2001,9586,2.66
1/11/2001,8418,2.91
1/12/2001,13860,2.28
1/13/2001,9063,2.13
1/14/2001,10984,2.97
1/15/2001,12790,2.43
1/16/2001,8589,2.75
1/17/2001,9343,2.12
1/18/2001,9670,2.22
1/19/2001,11899,2.02
1/20/2001,9439,2.02
1/21/2001,11698,2.24
1/22/2001,12437,2.44
1/23/2001,9143,2.96
1/24/2001,12560,2.89
1/25/2001,9899,2.18
1/26/2001,13938,2.54
1/27/2001,13180,2.96
1/28/2001,13754,2.02
1/29/2001,12441,2.67
1/30/2001,8538,2.69
1/31/2001,10843,2.28
2/1/2001,8193,2.45
2/2/2001,9019,2.01
2/3/2001,12835,2.59
2/4/2001,7816,2.39
2/5/2001,14263,2.51
2/6/2001,11982,2.93
2/7/2001,14217,2.56
2/8/2001,10433,2.17
2/9/2001,9027,2.46
2/10/2001,9467,2
2/11/2001,13489,2.79
2/12/2001,14272,2.93
2/13/2001,9002,2.09
2/14/2001,9166,2.11
2/15/2001,9079,2.55
2/16/2001,10473,2.6
2/17/2001,9764,2.17
2/18/2001,8212,2.35
2/19/2001,8927,2.46
2/20/2001,13935,2.04
2/21/2001,8449,2.36
2/22/2001,9926,2.79
2/23/2001,7899,2.82
2/24/2001,8940,2.51
2/25/2001,12139,2.82
2/26/2001,11299,2.69
2/27/2001,11791,2.12
2/28/2001,13334,2.82
3/1/2001,12656,2.29
3/2/2001,8562,2.34
3/3/2001,12179,2.49
3/4/2001,13375,2.01
3/5/2001,11829,2.54
3/6/2001,12536,2.43
3/7/2001,8400,2.98
3/8/2001,9860,2.73
3/9/2001,11464,2.91
3/10/2001,11789,2.03
3/11/2001,13628,2.91
3/12/2001,9170,2.75
3/13/2001,11708,2.49
3/14/2001,10044,2.83
3/15/2001,10986,2.68
3/16/2001,13131,2.81
3/17/2001,8823,2.16
3/18/2001,10218,2.19
3/19/2001,8377,2.16
3/20/2001,11695,2.89
3/21/2001,10167,2.96
3/22/2001,8586,2.22
3/23/2001,13249,2.18
3/24/2001,10306,2.71
3/25/2001,13415,2.39
3/26/2001,8746,2.74
3/27/2001,11318,2.77
3/28/2001,9854,2.6
3/29/2001,9320,2.56
3/30/2001,10612,2.29
3/31/2001,8663,2.27
4/1/2001,9550,2.23
4/2/2001,10328,2.17
4/3/2001,7933,2.44
4/4/2001,12217,2.74
4/5/2001,13133,2.64
4/6/2001,12845,2.31
4/7/2001,14101,2.7
4/8/2001,13541,2.34
4/9/2001,8062,2.61
4/10/2001,14098,2.54
4/11/2001,12161,2.94
4/12/2001,8768,2.46
4/13/2001,12888,2.15
4/14/2001,13125,2.22
4/15/2001,12134,2.91
4/16/2001,10941,2.99
4/17/2001,11683,2.33
4/18/2001,12780,2.06
4/19/2001,9024,2.03
4/20/2001,9680,2.08
4/21/2001,12263,2.29
4/22/2001,11590,2.88
4/23/2001,7811,2.74
4/24/2001,11080,2.23
4/25/2001,10500,2.3
4/26/2001,11303,2.66
4/27/2001,11500,2.79
4/28/2001,10873,2.91
4/29/2001,12197,2.1
4/30/2001,12254,3
5/1/2001,14285,2.04
5/2/2001,10650,2.62
5/3/2001,10079,2.3
5/4/2001,12067,2.89
5/5/2001,11935,2.34
5/6/2001,8647,2.9
5/7/2001,14267,2.72
5/8/2001,13718,2.88
5/9/2001,9189,2.74
5/10/2001,10119,2.59
5/11/2001,10492,2.37
5/12/2001,12721,2.06
5/13/2001,11169,2.95
5/14/2001,10550,2.96
5/15/2001,11265,2.19
5/16/2001,12743,2.77
5/17/2001,12121,2.29
5/18/2001,12889,2.47
5/19/2001,12361,2.25
5/20/2001,13895,2.54
5/21/2001,14143,2.84
5/22/2001,9399,2.55
5/23/2001,13842,2.38
5/24/2001,11188,2.83
5/25/2001,11899,2.49
5/26/2001,9035,2.27
5/27/2001,11353,2.64
5/28/2001,8357,2.46
5/29/2001,10857,2.32
5/30/2001,9787,2.94
5/31/2001,8902,2.7
6/1/2001,12471,2.16
6/2/2001,9250,2.3
6/3/2001,12950,2.86
6/4/2001,7777,2.64
6/5/2001,10818,2.94
6/6/2001,10829,2.91
6/7/2001,9861,2.33
6/8/2001,13360,2.91
6/9/2001,11542,2.25
6/10/2001,11447,2.34
6/11/2001,11401,2.94
6/12/2001,11184,2.82
6/13/2001,11323,2.29
6/14/2001,14257,2.73
6/15/2001,9624,2.14
6/16/2001,10659,2.66
6/17/2001,13269,2.09
6/18/2001,12768,2.45
6/19/2001,9736,2.43
6/20/2001,9040,2.89
6/21/2001,11485,2.15
6/22/2001,8276,2.25
6/23/2001,12546,2.72
6/24/2001,8153,2.11
6/25/2001,14151,2.09
6/26/2001,9591,2.19
6/27/2001,13508,2.64
6/28/2001,7776,2.41
6/29/2001,8708,2.17
6/30/2001,10992,2.61
7/1/2001,13005,2.97
7/2/2001,11052,2.82
7/3/2001,12431,2.21
7/4/2001,7852,2.55
7/5/2001,10354,2.83
7/6/2001,8646,2.56
7/7/2001,10609,2.99
7/8/2001,11412,2.58
7/9/2001,9544,2.6
7/10/2001,10063,2.67
7/11/2001,13996,2.63
7/12/2001,13893,2.84
7/13/2001,10743,2.23
7/14/2001,11223,2.16
7/15/2001,8678,2.26
7/16/2001,8315,2.54
7/17/2001,8801,2.87
7/18/2001,14118,2.8
7/19/2001,13816,2.45
7/20/2001,11821,2.48
7/21/2001,13450,2.57
7/22/2001,14265,2.63
7/23/2001,11192,2.36
7/24/2001,13234,2.8
7/25/2001,10801,2.98
7/26/2001,11682,2.15
7/27/2001,12128,2.5
7/28/2001,13941,2.37
7/29/2001,13598,2.36
7/30/2001,12188,2.64
7/31/2001,10017,2.08
8/1/2001,11231,2.97
8/2/2001,10826,2.91
8/3/2001,13142,2.79
8/4/2001,12489,2.22
8/5/2001,8645,2.43
8/6/2001,11398,2.82
8/7/2001,9420,2.85
8/8/2001,11557,2.15
8/9/2001,13562,2.58
8/10/2001,9688,2.36
8/11/2001,11080,2.74
8/12/2001,7894,2.01
8/13/2001,12919,2.3
8/14/2001,12724,2.79
8/15/2001,7770,2.02
8/16/2001,12465,2.13
8/17/2001,11007,2.26
8/18/2001,11996,2.77
8/19/2001,12069,2.9
8/20/2001,8052,2.37
8/21/2001,8386,2.59
8/22/2001,13471,2.1
8/23/2001,11401,2.66
8/24/2001,10554,2.8
8/25/2001,12456,2.34
8/26/2001,9862,2.16
8/27/2001,11842,2.54
8/28/2001,13562,2.71
8/29/2001,11965,2.46
8/30/2001,11328,2.16
8/31/2001,11684,2.49
9/1/2001,9630,2.96
9/2/2001,9494,2.74
9/3/2001,7999,2.93
9/4/2001,10104,2.54
9/5/2001,13349,2.55
9/6/2001,10000,2.51
9/7/2001,11711,2.04
9/8/2001,10924,2.05
9/9/2001,10282,2.58
9/10/2001,8889,2.99
9/11/2001,8296,2.23
9/12/2001,14237,2.19
9/13/2001,8994,2.55
9/14/2001,10045,2.1
9/15/2001,13882,2.45
9/16/2001,8915,2.46
9/17/2001,10025,2.55
9/18/2001,10955,2.25
9/19/2001,13915,2.35
9/20/2001,10895,2.9
9/21/2001,14197,2.44
9/22/2001,8839,2.88
9/23/2001,13644,2.9
9/24/2001,9957,2.96
9/25/2001,9525,2.88
9/26/2001,13644,2.2
9/27/2001,12651,2.84
9/28/2001,13707,2.44
9/29/2001,9901,2.18
9/30/2001,12619,2.21
10/1/2001,11171,2.17
10/2/2001,9097,2.29
10/3/2001,9200,2.58
10/4/2001,8498,2.76
10/5/2001,12290,2.62
10/6/2001,11124,2.01
10/7/2001,8455,3
10/8/2001,10730,2.56
10/9/2001,7902,2.95
10/10/2001,13203,2.22
10/11/2001,11183,2.22
10/12/2001,8346,2.04
10/13/2001,10237,2.69
10/14/2001,8559,2.35
10/15/2001,11767,2.04
10/16/2001,9720,2.69
10/17/2001,11946,2.59
10/18/2001,10004,2.66
10/19/2001,13385,2.98
10/20/2001,11916,2.89
10/21/2001,13807,2.31
10/22/2001,8519,2.4
10/23/2001,13524,2.91
10/24/2001,10423,2.08
10/25/2001,12551,2.17
10/26/2001,10340,2.87
10/27/2001,13241,2.55
10/28/2001,11819,2.86
10/29/2001,11599,2.05
10/30/2001,9701,2.95
10/31/2001,11358,2.68
11/1/2001,10314,2.35
11/2/2001,13866,2.56
11/3/2001,10910,2.36
11/4/2001,8707,2.27
11/5/2001,8502,2.52
11/6/2001,8090,2.92
11/7/2001,13032,2.76
11/8/2001,7986,2.16
11/9/2001,10753,2.35
11/10/2001,13457,2.25
11/11/2001,8086,2.38
11/12/2001,12995,2.77
11/13/2001,12500,2.3
11/14/2001,9276,2.67
11/15/2001,10637,2.77
11/16/2001,13424,2.68
11/17/2001,11147,2.86
11/18/2001,9747,2.16
11/19/2001,9350,2.88
11/20/2001,8322,2.65
11/21/2001,9705,2.17
11/22/2001,12802,2.64
11/23/2001,10304,2.42
11/24/2001,11247,2.76
11/25/2001,10848,2.25
11/26/2001,13898,2.36
11/27/2001,10928,2.68
11/28/2001,9079,2.64
11/29/2001,13857,2.52
11/30/2001,13587,2.27
12/1/2001,13191,2.3
12/2/2001,11283,2.82
12/3/2001,11678,2.86
12/4/2001,9490,2.75
12/5/2001,10047,2.78
12/6/2001,13251,2.35
12/7/2001,13076,2.86
12/8/2001,8135,2.4
12/9/2001,8700,2.58
12/10/2001,12545,2.6
12/11/2001,9811,2.04
12/12/2001,9870,2.28
12/13/2001,10454,2.13
12/14/2001,13649,2.11
12/15/2001,11442,2.03
12/16/2001,11576,2.48
12/17/2001,14131,2.63
12/18/2001,12981,2.68
12/19/2001,13075,2.37
12/20/2001,7830,2.74
12/21/2001,13529,2.24
12/22/2001,10241,2.94
12/23/2001,11144,2.97
12/24/2001,12424,2.87
12/25/2001,10159,2.23
12/26/2001,9015,2.12
12/27/2001,13307,2.32
12/28/2001,13551,2.82
12/29/2001,14004,2.3
12/30/2001,13897,2.07
12/31/2001,8038,2.08
1/1/2002,12685,2.69
1/2/2002,13895,2.92
1/3/2002,11784,2.02
1/4/2002,14269,2.83
1/5/2002,13787,2.57
1/6/2002,9569,2.66
1/7/2002,8967,2.85
1/8/2002,8804,2.73
1/9/2002,12992,2.79
1/10/2002,10169,2.93
1/11/2002,11427,2.74
1/12/2002,10985,2.04
1/13/2002,12491,2.27
1/14/2002,8552,2.39
1/15/2002,12013,2.29
1/16/2002,12168,2.44
1/17/2002,13893,2.95
1/18/2002,8716,2.18
1/19/2002,8837,2.29
1/20/2002,9908,2.02
1/21/2002,10575,2.85
1/22/2002,13348,2.16
1/23/2002,14117,2.22
1/24/2002,13941,2.15
1/25/2002,9263,2.65
1/26/2002,13243,2.67
1/27/2002,13090,2.02
1/28/2002,12463,2.77
1/29/2002,8761,2.22
1/30/2002,13470,2.75
1/31/2002,10214,2.2
2/1/2002,10273,2.19
2/2/2002,14280,2.2
2/3/2002,8902,2.1
2/4/2002,11840,2.35
2/5/2002,11200,2.82
2/6/2002,11360,2.85
2/7/2002,9573,2.86
2/8/2002,10325,2.55
2/9/2002,12050,2.29
2/10/2002,10664,2.09
2/11/2002,13192,2.44
2/12/2002,8722,2.89
2/13/2002,9873,2.51
2/14/2002,12656,2.35
2/15/2002,11022,2.57
2/16/2002,9392,2.22
2/17/2002,13260,2.85
2/18/2002,12701,2.09
2/19/2002,10584,2.33
2/20/2002,13748,2.7
2/21/2002,9725,2.32
2/22/2002,9709,2.56
2/23/2002,11253,2.34
2/24/2002,13348,2.52
2/25/2002,7921,2.44
2/26/2002,12681,2.17
2/27/2002,11298,2.48
2/28/2002,10163,2.93
3/1/2002,8307,2.75
3/2/2002,13018,2.69
3/3/2002,8761,2.07
3/4/2002,11424,2.47
3/5/2002,8668,2.23
3/6/2002,9325,2.05
3/7/2002,12175,2.63
3/8/2002,8312,2.3
3/9/2002,11241,2.44
3/10/2002,11498,2.88
3/11/2002,12450,2.55
3/12/2002,14100,2.88
3/13/2002,10878,3
3/14/2002,9200,2.84
3/15/2002,8099,2.87
3/16/2002,13262,2.33
3/17/2002,13275,2.72
3/18/2002,12540,2.28
3/19/2002,11786,2.71
3/20/2002,9101,2.97
3/21/2002,11828,2.12
3/22/2002,8926,2.31
3/23/2002,14154,3
3/24/2002,13998,2.69
3/25/2002,11416,2.18
3/26/2002,14054,2.59
3/27/2002,10030,2.06
3/28/2002,13091,2.77
3/29/2002,12821,2.38
3/30/2002,10256,2.09
3/31/2002,14110,2.49
4/1/2002,9076,2.7
4/2/2002,12024,2.12
4/3/2002,13117,2.76
4/4/2002,9614,3
4/5/2002,11597,2.08
4/6/2002,11537,2.33
4/7/2002,9976,2.9
4/8/2002,10259,2.96
4/9/2002,12049,2.21
4/10/2002,11819,2.67
4/11/2002,13725,2.58
4/12/2002,8454,2.75
4/13/2002,11057,2.71
4/14/2002,12226,2.38
4/15/2002,11267,2.6
4/16/2002,10911,2.91
4/17/2002,13993,2.59
4/18/2002,8813,2.86
4/19/2002,9828,2.34
4/20/2002,12593,2.3
4/21/2002,8543,2.49
4/22/2002,8505,2.7
4/23/2002,8719,2.72
4/24/2002,8310,2.59
4/25/2002,12581,2.57
4/26/2002,10690,2.83
4/27/2002,13612,2.5
4/28/2002,10094,2.92
4/29/2002,12424,2.35
4/30/2002,11681,2.73
5/1/2002,12216,2.43
5/2/2002,10059,2.15
5/3/2002,11681,2.71
5/4/2002,8593,2.52
5/5/2002,14149,2.3
5/6/2002,7988,2.8
5/7/2002,14223,2.99
5/8/2002,10906,2.29
5/9/2002,12900,2.65
5/10/2002,7907,2.12
5/11/2002,9808,2.51
5/12/2002,7921,2.23
5/13/2002,10080,2.24
5/14/2002,10347,2.17
5/15/2002,11589,2.15
5/16/2002,11475,2.12
5/17/2002,10599,2.45
5/18/2002,8911,2.36
5/19/2002,11060,2.39
5/20/2002,9767,2.84
5/21/2002,10141,2.37
5/22/2002,11754,2.24
5/23/2002,8436,2.49
5/24/2002,14298,2.13
5/25/2002,10471,2.93
5/26/2002,8881,2.61
5/27/2002,13836,2.52
5/28/2002,13058,2.79
5/29/2002,11995,2.06
5/30/2002,9118,2.74
5/31/2002,9189,2.95
6/1/2002,12086,2.64
6/2/2002,11934,2.94
6/3/2002,13833,2.94
6/4/2002,12996,2.06
6/5/2002,11926,2.41
6/6/2002,11178,2.86
6/7/2002,13379,2.53
6/8/2002,11971,2.97
6/9/2002,9315,2.3
6/10/2002,9371,2.84
6/11/2002,10204,2.14
6/12/2002,13475,2.2
6/13/2002,13106,2.47
6/14/2002,12384,2.24
6/15/2002,10046,2.18
6/16/2002,12950,2.01
6/17/2002,12890,2.65
6/18/2002,13693,2.18
6/19/2002,10786,2.94
6/20/2002,10781,2.9
6/21/2002,13431,2.96
6/22/2002,13562,2.82
6/23/2002,8392,2.33
6/24/2002,9713,2.52
6/25/2002,13109,2.68
6/26/2002,12053,2.3
6/27/2002,8053,2.13
6/28/2002,10380,2.61
6/29/2002,11646,2.85
6/30/2002,13616,2.7
7/1/2002,13574,2.98
7/2/2002,14166,2.73
7/3/2002,13336,2.92
7/4/2002,9656,2.31
7/5/2002,12240,2.56
7/6/2002,10873,2.46
7/7/2002,13681,2.91
7/8/2002,10934,2.38
7/9/2002,9422,2.02
7/10/2002,14245,2.98
7/11/2002,9501,2.31
7/12/2002,12275,2.5
7/13/2002,8453,2.18
7/14/2002,11860,2.71
7/15/2002,12046,2.5
7/16/2002,8734,2.48
7/17/2002,8230,2.47
7/18/2002,9904,2.78
7/19/2002,11934,2.18
7/20/2002,9050,2.19
7/21/2002,12153,2.12
7/22/2002,11903,2.71
7/23/2002,14086,2.49
7/24/2002,11705,2.53
7/25/2002,8866,2.02
7/26/2002,7851,2.5
7/27/2002,11326,2.58
7/28/2002,8904,2.39
7/29/2002,8548,2.81
7/30/2002,8012,2.67
7/31/2002,8056,2.27
8/1/2002,9393,2.12
8/2/2002,8318,2.21
8/3/2002,14118,2.06
8/4/2002,8280,2.61
8/5/2002,10080,2.03
8/6/2002,13334,2.93
8/7/2002,13593,2.55
8/8/2002,9925,2.92
8/9/2002,10560,2.89
8/10/2002,12517,2.56
8/11/2002,10946,2.81
8/12/2002,11532,2.32
8/13/2002,13686,2.4
8/14/2002,10683,2.13
8/15/2002,8167,2.48
8/16/2002,13227,2.01
8/17/2002,10718,2.67
8/18/2002,8688,2.2
8/19/2002,13388,2.02
8/20/2002,9837,2.89
8/21/2002,11480,2.31
8/22/2002,12045,2.59
8/23/2002,8972,2.86
8/24/2002,13890,2.32
8/25/2002,12898,2.8
8/26/2002,12751,2.49
8/27/2002,11199,2.34
8/28/2002,7879,2.8
8/29/2002,9371,2.1
8/30/2002,9182,2.54
8/31/2002,13890,2.76
9/1/2002,13780,2.56
9/2/2002,13686,2.81
9/3/2002,11956,2.41
9/4/2002,11596,2.62
9/5/2002,11228,2.56
9/6/2002,9474,2.77
9/7/2002,12847,2.29
9/8/2002,13294,2.93
9/9/2002,10246,2.34
9/10/2002,7765,2.56
9/11/2002,14076,2.79
9/12/2002,8613,2.13
9/13/2002,8925,2.69
9/14/2002,9745,2.35
9/15/2002,14108,2.85
9/16/2002,12355,2.9
9/17/2002,8086,2.87
9/18/2002,9899,2.34
9/19/2002,12981,2.37
9/20/2002,11138,2.81
9/21/2002,8133,2.29
9/22/2002,13489,2.28
9/23/2002,12496,2.41
9/24/2002,13123,2.11
9/25/2002,13833,2.46
9/26/2002,7901,2.46
9/27/2002,12534,2.47
9/28/2002,9727,2.06
9/29/2002,12032,2.49
9/30/2002,9697,2.75
10/1/2002,11713,2.08
10/2/2002,8496,2.1
10/3/2002,13828,2.67
10/4/2002,8537,2.59
10/5/2002,9191,2.51
10/6/2002,12520,2.33
10/7/2002,8064,2.19
10/8/2002,10328,2.19
10/9/2002,11621,2.42
10/10/2002,13934,2.6
10/11/2002,7837,2.27
10/12/2002,11753,2.42
10/13/2002,9561,2.48
10/14/2002,8532,2.12
10/15/2002,10933,2.14
10/16/2002,10089,2.36
10/17/2002,11789,2.15
10/18/2002,8041,2.95
10/19/2002,12834,2.75
10/20/2002,12699,2.91
10/21/2002,8711,2.66
10/22/2002,13849,2.02
10/23/2002,14072,2.65
10/24/2002,10495,2.17
10/25/2002,11725,2.44
10/26/2002,14125,2.85
10/27/2002,13244,2.58
10/28/2002,13349,2.15
10/29/2002,11514,2.56
10/30/2002,8514,2.32
10/31/2002,13724,2.79
11/1/2002,11264,2.76
11/2/2002,12657,2.44
11/3/2002,13201,2.04
11/4/2002,9438,2.77
11/5/2002,13467,2.94
11/6/2002,9390,2.07
11/7/2002,10349,2.6
11/8/2002,10966,2.83
11/9/2002,13216,2.25
11/10/2002,9876,2.1
11/11/2002,10983,2.9
11/12/2002,8571,2.97
11/13/2002,13016,2
11/14/2002,12461,2.96
11/15/2002,9864,2.71
11/16/2002,11252,2.38
11/17/2002,12666,2.1
11/18/2002,10248,2.06
11/19/2002,10517,2.96
11/20/2002,12004,2.16
11/21/2002,14202,2.89
11/22/2002,11521,2.21
11/23/2002,9631,2.35
11/24/2002,10955,2.28
11/25/2002,9702,2.84
11/26/2002,13596,2.91
11/27/2002,9000,2.34
11/28/2002,13568,2.83
11/29/2002,14210,2.23
11/30/2002,13551,2.7
12/1/2002,9906,2.22
12/2/2002,8475,2.87
12/3/2002,10564,2.38
12/4/2002,9711,2.66
12/5/2002,10551,2.17
12/6/2002,9669,2.88
12/7/2002,12579,2.88
12/8/2002,12577,2.04
12/9/2002,9687,2.44
12/10/2002,13137,2.48
12/11/2002,12431,2.58
12/12/2002,14104,2.12
12/13/2002,12362,2.43
12/14/2002,10889,2.31
12/15/2002,10213,2.52
12/16/2002,9489,2.49
12/17/2002,10530,2.73
12/18/2002,9464,2.09
12/19/2002,11073,2.88
12/20/2002,11902,2.36
12/21/2002,10851,2.02
12/22/2002,12548,2
12/23/2002,10296,2.04
12/24/2002,10705,2.77
12/25/2002,10715,2.07
12/26/2002,14072,2.3
12/27/2002,13330,2.41
12/28/2002,11537,2.53
12/29/2002,11925,2.53
12/30/2002,8413,2.92
12/31/2002,12971,2.44
1/1/2003,12695,2.81
1/2/2003,12604,2.51
1/3/2003,11930,2.98
1/4/2003,13982,2.76
1/5/2003,9699,2.02
1/6/2003,11417,2.85
1/7/2003,14260,2.89
1/8/2003,8334,2.13
1/9/2003,8164,2.77
1/10/2003,7776,2.19
1/11/2003,9685,2.72
1/12/2003,10339,2.87
1/13/2003,14048,2.09
1/14/2003,10513,2.94
1/15/2003,10036,2.91
1/16/2003,8758,2.82
1/17/2003,8308,2.31
1/18/2003,9902,2.25
1/19/2003,8148,2.89
1/20/2003,13787,2.19
1/21/2003,12931,2.63
1/22/2003,10996,2.2
1/23/2003,9159,2.69
1/24/2003,11680,2.81
1/25/2003,13644,2.35
1/26/2003,14021,2.1
1/27/2003,10367,2.52
1/28/2003,7819,2.8
1/29/2003,12579,2.05
1/30/2003,13647,2.71
1/31/2003,13658,2.67
2/1/2003,11908,2.82
2/2/2003,12136,2.23
2/3/2003,9117,2.47
2/4/2003,7803,2.54
2/5/2003,12743,2.44
2/6/2003,13189,2.78
2/7/2003,14035,2.99
2/8/2003,8960,2.68
2/9/2003,13475,2.65
2/10/2003,8079,2.35
2/11/2003,12325,2.88
2/12/2003,8633,2.18
2/13/2003,12731,2.63
2/14/2003,13290,2.83
2/15/2003,10893,2.37
2/16/2003,13490,2.12
2/17/2003,9750,2.53
2/18/2003,9123,2.86
2/19/2003,11696,2.32
2/20/2003,13366,2.05
2/21/2003,8708,2.23
2/22/2003,9242,2.92
